,User,Location,Tweet,Tweet_clean,Tweet_token,Tweet_nonstop
629,Rangers_mera,Gunung Sahara,576128bji No about trying bitch to me and,bji No about trying bitch to me and,"['bji', 'no', 'about', 'trying', 'bitch', 'to', 'me', 'and']","['bji', 'trying', 'bitch']"
630,HAkingPrince,England,altb0b Same for me on my account I just feel like no one about what I say,altb0b Same for me on my account I just feel like no one about what I say,"['altb0b', 'same', 'for', 'me', 'on', 'my', 'account', 'i', 'just', 'feel', 'like', 'no', 'one', 'about', 'what', 'i', 'say']","['altb0b', 'account', 'feel', 'like', 'one', 'say']"
631,marcosrenedraws,"Los Angeles, CA",Does anyone every pay attention to me on this I have 11k and only less than 5 only ever see my work Its getting stressful ever thinking about being A successful artist because I know no matter how much people are aware of me no one ever really,Does anyone every pay attention to me on this I have k and only less than only ever see my work Its getting stressful ever thinking about being A successful artist because I know no matter how much people are aware of me no one ever really,"['does', 'anyone', 'every', 'pay', 'attention', 'to', 'me', 'on', 'this', 'i', 'have', 'k', 'and', 'only', 'less', 'than', 'only', 'ever', 'see', 'my', 'work', 'its', 'getting', 'stressful', 'ever', 'thinking', 'about', 'being', 'a', 'successful', 'artist', 'because', 'i', 'know', 'no', 'matter', 'how', 'much', 'people', 'are', 'aware', 'of', 'me', 'no', 'one', 'ever', 'really']","['anyone', 'every', 'pay', 'attention', 'k', 'less', 'ever', 'see', 'work', 'getting', 'stressful', 'ever', 'thinking', 'successful', 'artist', 'know', 'matter', 'much', 'people', 'aware', 'one', 'ever', 'really']"
632,gigilmokoe,,Mind Why do i need to care people if no one about me Why I hate being this i hate myself and i hate my whole life,Mind Why do i need to care people if no one about me Why I hate being this i hate myself and i hate my whole life,"['mind', 'why', 'do', 'i', 'need', 'to', 'care', 'people', 'if', 'no', 'one', 'about', 'me', 'why', 'i', 'hate', 'being', 'this', 'i', 'hate', 'myself', 'and', 'i', 'hate', 'my', 'whole', 'life']","['mind', 'need', 'care', 'people', 'one', 'hate', 'hate', 'hate', 'whole', 'life']"
633,hyunnholix,SHE!HER ; 7TEEN | 과거에 잠겨 살아가는 내게 잊으라고 딱 한 마디만 속삭여 주길 내가 바라고 바라도 바람인 것 마냥 사라진 너의 기억을 빨리 지워 내주길,no one about me,no one about me,"['no', 'one', 'about', 'me']",['one']
634,shlywshngtn,"Berlin, Germany",I know no one but most of my favorite got me like this she clearly had a healthy relationship with her dad and me and my dad did not she daddy and literally only thinking about the wa neck tat that me to call him that,I know no one but most of my favorite got me like this she clearly had a healthy relationship with her dad and me and my dad did not she daddy and literally only thinking about the wa neck tat that me to call him that,"['i', 'know', 'no', 'one', 'but', 'most', 'of', 'my', 'favorite', 'got', 'me', 'like', 'this', 'she', 'clearly', 'had', 'a', 'healthy', 'relationship', 'with', 'her', 'dad', 'and', 'me', 'and', 'my', 'dad', 'did', 'not', 'she', 'daddy', 'and', 'literally', 'only', 'thinking', 'about', 'the', 'wa', 'neck', 'tat', 'that', 'me', 'to', 'call', 'him', 'that']","['know', 'one', 'favorite', 'got', 'like', 'clearly', 'healthy', 'relationship', 'dad', 'dad', 'daddy', 'literally', 'thinking', 'wa', 'neck', 'tat', 'call']"
635,imasamwitch,she/they • minor • bi ,i feel like no one about me,i feel like no one about me,"['i', 'feel', 'like', 'no', 'one', 'about', 'me']","['feel', 'like', 'one']"
636,suviantara,Indonesia,during a I am a no one about FACT,during a I am a no one about FACT,"['during', 'a', 'i', 'am', 'a', 'no', 'one', 'about', 'fact']","['one', 'fact']"
637,hoobisboobies,he/she/they - nb,EXACTLY LIKE WHO LEAVE ME ALONE AND LET ME BE HAPPY ABOUT MY CAMERA NO ONE THE,EXACTLY LIKE WHO LEAVE ME ALONE AND LET ME BE HAPPY ABOUT MY CAMERA NO ONE THE,"['exactly', 'like', 'who', 'leave', 'me', 'alone', 'and', 'let', 'me', 'be', 'happy', 'about', 'my', 'camera', 'no', 'one', 'the']","['exactly', 'like', 'leave', 'alone', 'let', 'happy', 'camera', 'one']"
638,EYhenz,,a lonely little turtle trying to hide in my dark shell house No one and about whats happening They never know and hear me whimpering amidst of darkness nobody,a lonely little turtle trying to hide in my dark shell house No one and about whats happening They never know and hear me whimpering amidst of darkness nobody,"['a', 'lonely', 'little', 'turtle', 'trying', 'to', 'hide', 'in', 'my', 'dark', 'shell', 'house', 'no', 'one', 'and', 'about', 'whats', 'happening', 'they', 'never', 'know', 'and', 'hear', 'me', 'whimpering', 'amidst', 'of', 'darkness', 'nobody']","['lonely', 'little', 'turtle', 'trying', 'hide', 'dark', 'shell', 'house', 'one', 'whats', 'happening', 'never', 'know', 'hear', 'whimpering', 'amidst', 'darkness', 'nobody']"
639,Kkkkk30300868,,No no one about me,No no one about me,"['no', 'no', 'one', 'about', 'me']",['one']
640,Djdylan270,,Now its time to die how feeling the same and it will never be the same the universe cause man it really with my life Like I said before no one enough about me My Twitter is a prime example no one and now its time Later people,Now its time to die how feeling the same and it will never be the same the universe cause man it really with my life Like I said before no one enough about me My Twitter is a prime example no one and now its time Later people,"['now', 'its', 'time', 'to', 'die', 'how', 'feeling', 'the', 'same', 'and', 'it', 'will', 'never', 'be', 'the', 'same', 'the', 'universe', 'cause', 'man', 'it', 'really', 'with', 'my', 'life', 'like', 'i', 'said', 'before', 'no', 'one', 'enough', 'about', 'me', 'my', 'twitter', 'is', 'a', 'prime', 'example', 'no', 'one', 'and', 'now', 'its', 'time', 'later', 'people']","['time', 'die', 'feeling', 'never', 'universe', 'cause', 'man', 'really', 'life', 'like', 'said', 'one', 'enough', 'twitter', 'prime', 'example', 'one', 'time', 'later', 'people']"
641,TWdorothygale,"Melbourne, Australia",Now on you may know how I was since March 2020 although I do feel curious about that Why here is no one contact me no one to me even response me since 2016 we are in together but I think who I am in a relationship I happy to enjoy us and married,Now on you may know how I was since March although I do feel curious about that Why here is no one contact me no one to me even response me since we are in together but I think who I am in a relationship I happy to enjoy us and married,"['now', 'on', 'you', 'may', 'know', 'how', 'i', 'was', 'since', 'march', 'although', 'i', 'do', 'feel', 'curious', 'about', 'that', 'why', 'here', 'is', 'no', 'one', 'contact', 'me', 'no', 'one', 'to', 'me', 'even', 'response', 'me', 'since', 'we', 'are', 'in', 'together', 'but', 'i', 'think', 'who', 'i', 'am', 'in', 'a', 'relationship', 'i', 'happy', 'to', 'enjoy', 'us', 'and', 'married']","['may', 'know', 'since', 'march', 'although', 'feel', 'curious', 'one', 'contact', 'one', 'even', 'response', 'since', 'together', 'think', 'relationship', 'happy', 'enjoy', 'us', 'married']"
642,Josephine_Bee,London,I know but need to STOP telling me about their I do not care man no one here,I know but need to STOP telling me about their I do not care man no one here,"['i', 'know', 'but', 'need', 'to', 'stop', 'telling', 'me', 'about', 'their', 'i', 'do', 'not', 'care', 'man', 'no', 'one', 'here']","['know', 'need', 'stop', 'telling', 'care', 'man', 'one']"
643,ItsAgentSpidy,DISCORD.. ItsAgentSpidy#8771,I bet no one about me leaving got big of D like Poke681 or anyone else been in an argument w in the first if I have a fair point people just take their side they got more this really,I bet no one about me leaving got big of D like Poke681 or anyone else been in an argument w in the first if I have a fair point people just take their side they got more this really,"['i', 'bet', 'no', 'one', 'about', 'me', 'leaving', 'got', 'big', 'of', 'd', 'like', 'poke681', 'or', 'anyone', 'else', 'been', 'in', 'an', 'argument', 'w', 'in', 'the', 'first', 'if', 'i', 'have', 'a', 'fair', 'point', 'people', 'just', 'take', 'their', 'side', 'they', 'got', 'more', 'this', 'really']","['bet', 'one', 'leaving', 'got', 'big', 'like', 'poke681', 'anyone', 'else', 'argument', 'w', 'first', 'fair', 'point', 'people', 'take', 'side', 'got', 'really']"
644,Truthan74310968,North pole,Independent Give me who about this one,Independent Give me who about this one,"['independent', 'give', 'me', 'who', 'about', 'this', 'one']","['independent', 'give', 'one']"
645,phonegame_boy,,No One About Me still about,No One About Me still about,"['no', 'one', 'about', 'me', 'still', 'about']","['one', 'still']"
646,davidestanacc,she/her,he literally about the way i paint my no one talk to me soft,he literally about the way i paint my no one talk to me soft,"['he', 'literally', 'about', 'the', 'way', 'i', 'paint', 'my', 'no', 'one', 'talk', 'to', 'me', 'soft']","['literally', 'way', 'paint', 'one', 'talk', 'soft']"
647,HusbandOfMuriel,Nowhere,Stupid dog You made me look bad Courage the Dog about no somehow even with all the crazy thats over the,Stupid dog You made me look bad Courage the Dog about no somehow even with all the crazy thats over the,"['stupid', 'dog', 'you', 'made', 'me', 'look', 'bad', 'courage', 'the', 'dog', 'about', 'no', 'somehow', 'even', 'with', 'all', 'the', 'crazy', 'thats', 'over', 'the']","['stupid', 'dog', 'made', 'look', 'bad', 'courage', 'dog', 'somehow', 'even', 'crazy', 'thats']"
648,solfavely,sleepytwt • yiptwt • clingytwt,It me that no one about just no one Despite everything that he cant remember bad doesnt understand lots of bad did sad of this that he still sad watching exploded,It me that no one about just no one Despite everything that he cant remember bad doesnt understand lots of bad did sad of this that he still sad watching exploded,"['it', 'me', 'that', 'no', 'one', 'about', 'just', 'no', 'one', 'despite', 'everything', 'that', 'he', 'cant', 'remember', 'bad', 'doesnt', 'understand', 'lots', 'of', 'bad', 'did', 'sad', 'of', 'this', 'that', 'he', 'still', 'sad', 'watching', 'exploded']","['one', 'one', 'despite', 'everything', 'cant', 'remember', 'bad', 'doesnt', 'understand', 'lots', 'bad', 'sad', 'still', 'sad', 'watching', 'exploded']"
649,_Fredders_,,Good morning me again here with my silly little about my silly little life full of silly little nonsense that no one really about,Good morning me again here with my silly little about my silly little life full of silly little nonsense that no one really about,"['good', 'morning', 'me', 'again', 'here', 'with', 'my', 'silly', 'little', 'about', 'my', 'silly', 'little', 'life', 'full', 'of', 'silly', 'little', 'nonsense', 'that', 'no', 'one', 'really', 'about']","['good', 'morning', 'silly', 'little', 'silly', 'little', 'life', 'full', 'silly', 'little', 'nonsense', 'one', 'really']"
650,kevinTafi263,"Harare, Zimbabwe",Everybody lie whats important is why I lie to protect my it doesnt make me a bad son just one who about her more If i engage you with any ugly ring and you say yes God forbid you will wear that ring till were no more,Everybody lie whats important is why I lie to protect my it doesnt make me a bad son just one who about her more If i engage you with any ugly ring and you say yes God forbid you will wear that ring till were no more,"['everybody', 'lie', 'whats', 'important', 'is', 'why', 'i', 'lie', 'to', 'protect', 'my', 'it', 'doesnt', 'make', 'me', 'a', 'bad', 'son', 'just', 'one', 'who', 'about', 'her', 'more', 'if', 'i', 'engage', 'you', 'with', 'any', 'ugly', 'ring', 'and', 'you', 'say', 'yes', 'god', 'forbid', 'you', 'will', 'wear', 'that', 'ring', 'till', 'were', 'no', 'more']","['everybody', 'lie', 'whats', 'important', 'lie', 'protect', 'doesnt', 'make', 'bad', 'son', 'one', 'engage', 'ugly', 'ring', 'say', 'yes', 'god', 'forbid', 'wear', 'ring', 'till']"
651,AkihaFuji,Loving Women🏳️‍🌈| She/Her 21,my brain 02 patience for video its literally just so much simpler to write them down instead of a video with some no one about and why you like JUST TELL ME THE THING,my brain patience for video its literally just so much simpler to write them down instead of a video with some no one about and why you like JUST TELL ME THE THING,"['my', 'brain', 'patience', 'for', 'video', 'its', 'literally', 'just', 'so', 'much', 'simpler', 'to', 'write', 'them', 'down', 'instead', 'of', 'a', 'video', 'with', 'some', 'no', 'one', 'about', 'and', 'why', 'you', 'like', 'just', 'tell', 'me', 'the', 'thing']","['brain', 'patience', 'video', 'literally', 'much', 'simpler', 'write', 'instead', 'video', 'one', 'like', 'tell', 'thing']"
